BCC_ID,名称,标签,描述,状态,GPU型号,GPU数量,GPU显存,实例规格,主IPv4私网地址,主IPv4公网地址,IP地址,弹性网卡数量,ipv6地址,CPU（核）,内存（GB）,系统盘（GB）,操作系统名称,操作系统版本,支付方式,所在网络,所在子网,创建时间,到期时间,地域,可用区,密钥对id,密钥对名称
"i-B6cAWYJy","cce-uk1zi507-ghy9yll6","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.172","","10.90.0.172(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:06","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-BSsNt9W9","cce-uk1zi507-3hkjvndw","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.176","","10.90.0.176(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:44:03","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-ZKcySbk7","cce-uk1zi507-4qnap4t3","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.186","","10.90.0.186(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:43:57","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-r68htIU1","cce-uk1zi507-kcxxi855","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.194","","10.90.0.194(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:43:51","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-LuoUMQrM","cce-uk1zi507-0dowxsei","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.177","","10.90.0.177(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:43:51","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-HQyZFJDA","cce-uk1zi507-i59fhatv","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.184","","10.90.0.184(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:43:51","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-duyb4NJr","cce-uk1zi507-dvl609wz","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-5od2q7kk","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.49","","10.90.1.49(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:43:45","","\u9633\u6CC9","可用区C","",""
"i-L4bv5Udf","cce-uk1zi507-cwzn3tzj","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,申请人:姚沐晨6319913,工单:月度需求,团队:大模型基座,cce-instance-group-id:cce-ig-rbtrwee7","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.128.89","","10.90.128.89(内)  -(公)
","1","","208","2048","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-14T10:43:36","","\u9633\u6CC9","可用区C","",""
"i-FgWCRLpI","cce-uk1zi507-sft5a2y3","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.180","","10.90.0.180(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:43:36","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-gWIMHxr6","cce-uk1zi507-ril6zxv6","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.164","","10.90.0.164(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-14T10:43:33","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-ix36NlpK","cce-ig-p5tnyac5-w0eqfv39-5az0zokd-3","环境:哈密百度云生产,开通人:曹恩润202312621,工单:新调度平台申请哈密生产环境资源,项目:调度平台,工程:调度平台,申请人:李志辉202432918","","运行中","","0","","bcc.g4.c84m352","10.89.0.5","","10.89.0.5(内)  -(公)
","0","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-13T19:55:07","","\u9633\u6CC9","可用区C","",""
"i-BHwkanve","cce-ig-8ukzlyez-3lajmj2s-exrvlx76","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:李志辉202432918,cce-cluster-id:cce-3nusu9su,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.89.0.2","","10.89.0.2(内)  -(公)
","1","","208","1024","1000","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-13T19:31:42","","\u9633\u6CC9","可用区C","",""
"i-9UVYZC0A","cce-ig-arszgyj4-m77qhwe6-1v6w8xtr-1","工程:闭环,环境:哈密百度云生产,source:CCE,cce-cluster-id:cce-k5sn275j,项目:dat3数据处理,cce-instance-group-id:cce-ig-arszgyj4,申请人:乔维强202506413,开通人:丁一202509531,工单:c2e77c0a-2be9-11f0-936b-1642a3e5fbac","","运行中","","0","","bcc.g4.c64m256","10.90.0.99","","10.90.0.99(内)  -(公)
","2","","64","256","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-13T10:45:35","","\u9633\u6CC9","可用区C","",""
"i-6WO1xH4i","cce-ig-arszgyj4-m77qhwe6-1v6w8xtr-2","工程:闭环,环境:哈密百度云生产,source:CCE,cce-cluster-id:cce-k5sn275j,项目:dat3数据处理,cce-instance-group-id:cce-ig-arszgyj4,申请人:乔维强202506413,开通人:丁一202509531,工单:c2e77c0a-2be9-11f0-936b-1642a3e5fbac","","运行中","","0","","bcc.g4.c64m256","10.90.0.97","","10.90.0.97(内)  -(公)
","2","","64","256","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-13T10:45:35","","\u9633\u6CC9","可用区C","",""
"i-aSRvIRmY","cce-ig-arszgyj4-m77qhwe6-1v6w8xtr-3","工程:闭环,环境:哈密百度云生产,source:CCE,cce-cluster-id:cce-k5sn275j,项目:dat3数据处理,cce-instance-group-id:cce-ig-arszgyj4,申请人:乔维强202506413,开通人:丁一202509531,工单:c2e77c0a-2be9-11f0-936b-1642a3e5fbac","","运行中","","0","","bcc.g4.c64m256","10.90.0.98","","10.90.0.98(内)  -(公)
","3","","64","256","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-13T10:45:35","","\u9633\u6CC9","可用区C","",""
"i-bFTVS9rB","cce-ig-arszgyj4-m77qhwe6-1v6w8xtr-4","工程:闭环,环境:哈密百度云生产,source:CCE,cce-cluster-id:cce-k5sn275j,项目:dat3数据处理,cce-instance-group-id:cce-ig-arszgyj4,申请人:乔维强202506413,开通人:丁一202509531,工单:c2e77c0a-2be9-11f0-936b-1642a3e5fbac","","运行中","","0","","bcc.g4.c64m256","10.90.0.96","","10.90.0.96(内)  -(公)
","2","","64","256","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-13T10:45:35","","\u9633\u6CC9","可用区C","",""
"i-da0Skzep","cce-ig-arszgyj4-m77qhwe6-1v6w8xtr-5","工程:闭环,环境:哈密百度云生产,source:CCE,cce-cluster-id:cce-k5sn275j,项目:dat3数据处理,cce-instance-group-id:cce-ig-arszgyj4,申请人:乔维强202506413,开通人:丁一202509531,工单:c2e77c0a-2be9-11f0-936b-1642a3e5fbac","","运行中","","0","","bcc.g4.c64m256","10.90.0.95","","10.90.0.95(内)  -(公)
","2","","64","256","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-13T10:45:35","","\u9633\u6CC9","可用区C","",""
"i-nGtdw2Gc","cce-ig-arszgyj4-7rkk9rvi-1v6w8xtr","工程:闭环,环境:哈密百度云生产,source:CCE,cce-cluster-id:cce-k5sn275j,项目:dat3数据处理,cce-instance-group-id:cce-ig-arszgyj4,申请人:乔维强202506413,开通人:丁一202509531,工单:c2e77c0a-2be9-11f0-936b-1642a3e5fbac","","运行中","","0","","bcc.g4.c64m256","10.90.0.94","","10.90.0.94(内)  -(公)
","4","","64","256","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-13T10:41:58","","\u9633\u6CC9","可用区C","",""
"i-JXfOfuxa","cce-ig-kzz3vku4-5w1q36d5-rey6g9i5-05","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,工程:AI平台,cce-cluster-id:cce-hcbs74xg,申请人:冯岩202505566,工单:ai平台训练数据集群,cce-instance-group-id:cce-ig-kzz3vku4","","运行中","","0","","bcc.g4.c16m64","10.90.0.84","","10.90.0.84(内)  -(公)
","2","","16","64","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-05-13T09:19:36","","\u9633\u6CC9","可用区C","",""
"i-UnwUoJpT","CCE-EBC-triton-server-L20-wp9co1l7-5uuvqlpf-01","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.31","","10.90.128.31(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-09T10:38:03","","\u9633\u6CC9","可用区C","",""
"i-Fv6NXVzC","CCE-EBC-triton-server-L20-wp9co1l7-5uuvqlpf-02","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.32","","10.90.128.32(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-09T10:38:03","","\u9633\u6CC9","可用区C","",""
"i-mRC6uX5A","CCE-EBC-triton-server-L20-wp9co1l7-5uuvqlpf-03","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.30","","10.90.128.30(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-09T10:38:03","","\u9633\u6CC9","可用区C","",""
"i-ir9yqRi6","CCE-EBC-triton-server-L20-wp9co1l7-5uuvqlpf-04","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.28","","10.90.128.28(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-09T10:38:03","","\u9633\u6CC9","可用区C","",""
"i-BIWIHCtr","CCE-EBC-triton-server-L20-wp9co1l7-5uuvqlpf-05","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.36","","10.90.128.36(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-09T10:38:03","","\u9633\u6CC9","可用区C","",""
"i-RGvBjtch","CCE-EBC-triton-server-L20-wp9co1l7-5uuvqlpf-06","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.27","","10.90.128.27(内)  -(公)
","2","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-09T10:38:03","","\u9633\u6CC9","可用区C","",""
"i-1U1AVINF","CCE-EBC-triton-server-L20-wp9co1l7-5uuvqlpf-07","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.33","","10.90.128.33(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-09T10:38:03","","\u9633\u6CC9","可用区C","",""
"i-M4ZgLFzX","CCE-EBC-triton-server-L20-wp9co1l7-5uuvqlpf-08","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.35","","10.90.128.35(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-09T10:38:03","","\u9633\u6CC9","可用区C","",""
"i-KdFoNKjE","CCE-EBC-triton-server-L20-wp9co1l7-5uuvqlpf-09","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.34","","10.90.128.34(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-09T10:38:03","","\u9633\u6CC9","可用区C","",""
"i-TcP0dIhG","CCE-EBC-triton-server-L20-wp9co1l7-5uuvqlpf-10","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.29","","10.90.128.29(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-09T10:38:03","","\u9633\u6CC9","可用区C","",""
"i-ZSYPTq6s","CCE-EBC-triton-server-L20-tianshu-llm-xgyq2lb7-sxfht1bl-2","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:e469e354-0fb4-11f0-a20a-2e88b3eefc10,申请人:姚沐晨6319913,cce-instance-group-id:cce-ig-xzavk15m","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.26","","10.90.128.26(内)  -(公)
","2","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-07T09:30:37","","\u9633\u6CC9","可用区C","",""
"i-DCSxsOMB","CCE-EBC-triton-server-L20-tcdnudg2-5uuvqlpf-1","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.25","","10.90.128.25(内)  -(公)
","1","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-06T14:53:44","","\u9633\u6CC9","可用区C","",""
"i-CujjJUci","CCE-EBC-triton-server-L20-tcdnudg2-5uuvqlpf-2","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,cce-cluster-id:cce-p6w3c5z8,工程:推理服务,工单:月度需求,申请人:钦夏孟202405674,团队:融合链路,cce-instance-group-id:cce-ig-xzavk15m","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.24","","10.90.128.24(内)  -(公)
","2","","208","1024","500","CentOS","8.4-U1 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-05-06T14:53:44","","\u9633\u6CC9","可用区C","",""
"i-yk5pMEba","instance-g8zmkv9s","默认项目:,环境:哈密百度云生产,开通人:曹恩润202312621,项目:调度平台,工程:调度平台,申请人:黄佳202505879","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.90.128.23","","10.90.128.23(内)  -(公)
","0","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-推理服务-node1","2025-04-28T17:10:39","","\u9633\u6CC9","可用区C","",""
"i-paCV4v23","instance-gts9vd12","默认项目:","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.75","","10.90.0.75(内)  -(公)
","0","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-04-28T15:52:29","","\u9633\u6CC9","可用区C","",""
"i-RrFpWKxh","cce-ig-eodnnd14-747rw18v-2o618oqn-1","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:训练任务,cce-cluster-id:cce-xrg955qz,cce-instance-group-id:cce-ig-eodnnd14","","运行中","","0","","bcc.c4.c4m8","10.90.0.44","","10.90.0.44(内)  -(公)
","2","","4","8","100","CentOS","8.4 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-04-28T12:22:00","","\u9633\u6CC9","可用区C","",""
"i-onQXXEbh","cce-ig-eodnnd14-747rw18v-2o618oqn-2","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:训练任务,cce-cluster-id:cce-xrg955qz,cce-instance-group-id:cce-ig-eodnnd14","","运行中","","0","","bcc.c4.c4m8","10.90.0.43","","10.90.0.43(内)  -(公)
","2","","4","8","100","CentOS","8.4 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-04-28T12:22:00","","\u9633\u6CC9","可用区C","",""
"i-PbwLke9d","零信任浏览器","默认项目:","","运行中","","0","","bcc.g4.c16m64","10.200.0.23","","10.200.0.23(内)  -(公)
","0","","16","64","200","CentOS","7.9 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","字节数据同步-勿删","2025-04-28T10:05:36","","\u9633\u6CC9","可用区C","",""
"i-2XjnFiwl","cce-ig-vrovxrea-y6m87sc0-34ovr9lb-1","环境:哈密百度云生产,开通人:曹恩润202312621,项目:调度平台,工程:调度平台,申请人:黄佳202505879","","运行中","","0","","bcc.g4.c64m256","10.90.0.74","","10.90.0.74(内)  -(公)
","2","","64","256","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-04-27T13:49:33","","\u9633\u6CC9","可用区C","",""
"i-FOnqx3p8","cce-ig-vrovxrea-y6m87sc0-34ovr9lb-2","环境:哈密百度云生产,开通人:曹恩润202312621,项目:调度平台,工程:调度平台,申请人:黄佳202505879","","运行中","","0","","bcc.g4.c64m256","10.90.0.45","","10.90.0.45(内)  -(公)
","1","","64","256","200","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-04-27T13:49:33","","\u9633\u6CC9","可用区C","",""
"i-VnRRkNbm","cce-ig-4oau3gwh-ofd9c7u2-vq2n6gkd-1","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,申请人:秦品钟202411404,工程:AI平台,项目:训练任务,工单:21041bac-1a6d-11f0-93e2-0efa09c1123e,cce-cluster-id:cce-xrg955qz,cce-instance-group-id:cce-ig-r4lv4v2p","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.39","","10.90.0.39(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-04-27T11:31:05","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-AZLhwJJ8","cce-ig-4oau3gwh-ofd9c7u2-vq2n6gkd-2","环境:哈密百度云生产,开通人:郑傲宇202410692,source:CCE,申请人:秦品钟202411404,工程:AI平台,项目:训练任务,工单:21041bac-1a6d-11f0-93e2-0efa09c1123e,cce-cluster-id:cce-xrg955qz,cce-instance-group-id:cce-ig-r4lv4v2p","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.0.12","","10.90.0.12(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-04-27T11:31:05","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
